Z0,Z1
-0.6303612488542576,-0.11155625773129478
-0.6235463103826175,0.10031319862931798
-0.6697928021751036,0.04722005714484689
-0.6546330505704157,0.0987912746507671
-0.6482632650092663,-0.13755768905266194
-0.534056999736085,-0.29322304234763263
-0.6563958867513243,-0.014921938957841229
-0.6256439567320383,-0.061075319067111576
-0.6765258447733832,0.1964823154539229
-0.6461371717912274,0.06324222995029945
-0.596654862893661,-0.2209419127849904
-0.6388286807648277,-0.0365958117242954
-0.6623047986339456,0.111542610931009
-0.7527001358694969,0.16674484565849657
-0.5989931475026898,-0.38407934302807956
-0.5499432654150335,-0.518967670642259
-0.5758268376659599,-0.29758415771458013
-0.6034163523605588,-0.11109105578244613
-0.5194726965595171,-0.2910760414761934
-0.6112391660702289,-0.22308891365642933
-0.5575046707365847,-0.10567321838579638
-0.5782058451791504,-0.18492766613567407
-0.7372874699696574,-0.0951403474174509
-0.5060223321309957,-0.031497724215724665
-0.6075013023174216,-0.033324975199084755
-0.5908477996600512,0.09079914206225216
-0.5613117042621719,-0.05905463632767737
-0.6081051976141598,-0.12216059314009758
-0.612459232699249,-0.08555482640992775
-0.6384654237276974,0.05049089367005754
-0.6205634075726889,0.0764923249914247
-0.5244997967141244,-0.10692337217157284
-0.6715806404921363,-0.34880206852038637
-0.6257258526053988,-0.4222070337368005
-0.6461371717912274,0.06324222995029945
-0.6447944863846853,0.011045935551491123
-0.5935493413062102,-0.15942499357519027
-0.6461371717912274,0.06324222995029945
-0.6930567286532315,0.15769599104027926
-0.6138303649744093,-0.07276993331765116
-0.6256724036006565,-0.10048672037364341
-0.6116792696202463,0.4103388977419354
-0.7052335774479908,0.08230389989646578
-0.5135103356721538,-0.09582027800188679
-0.5425244316466552,-0.21826259634063314
-0.6084150056465478,0.11247301482870632
-0.6277416030814591,-0.22246383676354112
-0.671163934450264,0.060004950237123454
-0.6084684546512901,-0.2092472985344507
-0.6299979918171275,-0.02446955233694169
0.28030218857868705,-0.17910416661232675
0.21548061556167425,-0.1106518368437141
0.32240683667707404,-0.127067747157558
0.057852018919688095,0.3274823034519214
0.2620903643912904,0.02952801003511018
0.10324937786039173,0.12106424129999303
0.2454084148653019,-0.13400750853275856
-0.17304986188184338,0.3509263856445483
0.21392573876414211,-0.02079305368503347
0.014559983068512597,0.21115688702302515
-0.11599765356975845,0.49219651136510933
0.13726212712088215,0.01994248902758691
0.04217371262411633,0.3053096719245839
0.19224513595216447,0.039235498358250236
-0.008634773636835465,0.08525030040299404
0.21962245925577342,-0.10959511481401178
0.13314873029540109,0.05829716830441655
-0.0014531333955711684,0.14130895140786653
0.25273767602021235,0.28969784737643234
-0.006843490587308574,0.23837491531813418
0.2685747247020318,-0.04751232321925933
0.09829144747856425,0.06883439008915015
0.2880558325155774,0.16927621177712018
0.14444376736214642,0.07600114003245967
0.158971176801478,0.0
0.21389729189552392,-0.06020445499156533
0.29147116213541613,-0.0038404769818835903
0.36920033002906194,-0.06396179034513777
0.18649152172329692,0.04921475687416472
-0.06983305765063283,0.18415793817989154
-0.023011117430026685,0.28667529629884364
-0.060398473406194246,0.2851198155082581
0.03155174062688912,0.14005879762209006
0.2882680239065673,0.131613723017248
0.10952154678014307,0.08168639680549572
0.18299429623009772,-0.13880026903652024
0.2778947341968785,-0.10585907633995248
0.19413059091059537,0.23828650481455194
0.03748909937812847,0.053005649039771695
0.04567517012492886,0.25209021230810796
0.054411687163725256,0.2182900801543001
0.17571425207231609,0.0
0.04808262450673746,0.1788451220357337
-0.15514784572683477,0.3769278169659155
0.06619683205273608,0.16718406459722868
0.032800254124527466,0.041936111682120226
0.06583357501560597,0.08009735920287564
0.13534399328621988,0.022714566791914345
-0.15989358471767223,0.2870354769952004
0.061479539930516816,0.11670312593304549
0.6236644565806849,-0.11564706605054118
0.3454755298724057,0.15639855736487326
0.618216418376592,-0.09906692997626963
0.4176340407844365,0.027519587228197518
0.563837304842048,-0.02952432136592012
0.7503815935420182,-0.14990804933680962
0.13478550296629366,0.32957009981542473
0.608867174738008,-0.08179460338504063
0.5101270243694086,0.1337058701971395
0.7221639686896761,-0.3328964521793813
0.4246734466826098,-0.11347876829958913
0.4372419993831175,0.08841142954510917
0.54100580517383,-0.0683442025915983
0.3623412239207662,0.24286018586633812
0.4741115879435204,0.12102852153720994
0.5145794633710148,-0.0982079905190298
0.4247303404198463,-0.034655965686525396
0.750875146096778,-0.4616155473720175
0.8717660543239696,-0.006617240876814571
0.28132278991729776,0.31853847008619607
0.6154172600890349,-0.15231994640478042
0.3218198994885295,0.14037638455942086
0.7578695970831764,-0.08558549555064764
0.35671367320191477,0.09527972647985268
0.5318118591889995,-0.16755716737330506
0.5474609313408341,-0.18645896237543194
0.3283691975644374,0.0681880163167488
0.3148212164945178,0.005580818265211879
0.5163707464205418,0.05491662439611054
0.48486306818325803,-0.1141778328127895
0.632829168421778,-0.057508527798298674
0.6892851581772322,-0.4892060162960048
0.5433156429142407,0.055381826344959195
0.2906754782883759,0.058368632744873875
0.30449254448652174,0.16213614464960227
0.7638726808747014,-0.16612365389833644
0.5488612977597315,-0.15816942893824415
0.40682832426483767,-0.06065739700789254
0.29256516525442,0.01618515367401458
0.5362885130516107,-0.11882514125578165
0.6143809379823866,-0.09185974922468262
